day,room,column,row,entry,exits,image1,image2,letter,chess_colour,chess_piece,locked,security
48,secret-garden,A,7,E,NES,,,,,,N,
48,walk-in-closet,A,6,N,N,,,,black,pawn,,
48,room-8,A,8,S,ES,,,,,,,
48,dining-room,B,8,W,NEW,,,,white,pawn,NE,
48,laundry-room,B,9,S,S,,,,,,,
48,antechamber,C,9,E,NESW,,,,,,,
48,cloister-of-mila,C,8,W,NESW,,,,,,S,
48,drafting-studio,C,7,N,NS,,,,black,pawn,,
49,schoolhouse,O,1,,,,,,,,,
49,entrance-hall,C,1,S,NESW,,,,,,,
49,den,D,1,W,NEW,,,,white,pawn,,
49,classroom,E,1,W,NW,,,,,,,
49,classroom,E,2,S,SW,,,,,,,
49,hallway,D,2,E,NES,,,,,,,
49,nook,B,1,E,NE,,,,white,rook,,
49,classroom,B,2,S,ES,,,,,,,
49,library,C,2,W,NW,,,,,,,
49,weight-room,C,3,S,NESW,,,,,,,N
49,storeroom,B,3,E,E,,,,white,pawn,,
49,darkroom,D,3,W,NSW,,,,,,,
49,security,D,4,S,ESW,,,,white,knight,,
49,east-wing-hall,E,4,W,NSW,,,,,,,
49,bedroom,E,3,N,NW,,,,white,pawn,,
49,pantry,E,5,S,SW,,,,,,,
49,boudoir,D,5,E,NE,,,,,,,
49,spare-bedroom,C,4,E,EW,,,,,,W,
49,the-kennel,B,4,E,EW,,,,,,,
49,chapel,A,4,E,NES,,,,white,bishop,,
49,commissary,A,3,N,NE,,,,,,,
49,west-wing-hall,A,5,S,NES,,,,,,,
49,classroom,B,5,W,NW,,,,,,N,
49,classroom,B,6,S,ES,,,,,,E,
49,courtyard,C,6,W,NSW,,,,,,,S
49,classroom,C,5,N,NE,,,,,,,
49,dining-room,C,7,S,ESW,,,,white,pawn,,
49,the-foundation,D,7,W,NSW,,,,,,,
49,classroom,B,7,E,ES,,,,,,,
49,rumpus-room,D,8,S,NS,,,,black,bishop,N,
49,observatory,D,9,S,SW,,,,white,knight,,
49,gallery,A,6,S,NS,,,,,,,
49,classroom,A,7,S,ES,,,,,,,
49,study,D,6,S,S,,,,black,queen,,
50,tool-shed,O,1,,,,,,,,,
50,entrance-hall,C,1,S,NESW,,,,,,,
50,spare-bedroom,D,1,W,EW,,,,,,,
50,solarium,E,1,W,W,,,,black,pawn,,
50,hallway,B,1,W,NEW,,,,,,,
50,nook,A,1,E,NE,,,,white,rook,,
50,commissary,B,2,S,ES,,,,,,,
50,cloister-of-mila,C,2,W,NESW,,,,,,,
50,mail-room,D,2,W,W,,,,,,,
50,den,C,3,S,ESW,,,,white,pawn,,
50,starfish-aquarium,B,3,E,NES,,,,,,,
50,gallery,B,4,S,NS,,,,,,N,
50,conference-room,B,5,S,NSW,,,,,,W,
50,dovecote,A,5,E,ES,,,,,,,
50,security,A,4,N,NES,,,,white,knight,,
50,laboratory,A,3,N,NE,,,,,,,
50,chapel,B,6,S,ESW,,,,white,bishop,,
50,courtyard,A,6,E,NES,,,,,,,N
50,parlour,C,6,W,SW,,,,black,pawn,S,
50,lost-and-found,C,5,N,NE,,,,black,pawn,,
50,music-room,D,5,W,SW,,,,,,,
50,bedroom,D,4,N,NE,,,,white,pawn,,
50,maids-chambers,E,4,W,SW,,,,,,,
50,freezer,E,3,N,N,,,,,,,
50,corridor,A,7,S,NS,,,,,,,
50,gift-shop,A,8,S,NES,,,,,,N,
50,bunk-room,A,9,S,S,,,,black,pawn,,
50,archives,B,8,W,NESW,,,,,,,
50,pantry,B,9,S,ES,,,,,,,
50,darkroom,B,7,N,NES,,,,,,E,
50,weight-room,C,7,W,NESW,,,,,,,
50,billiard-room,D,3,W,SW,,,,,,,
